language_id,speaker_id,k_terms,n_labeled_chips,mse_cielab
27,21,16,330,0.15203293714029187
27,22,17,330,0.12046460583813935
27,23,11,330,0.1497860905314762
27,24,16,330,0.11750283511182057
27,25,20,330,0.1344797872062802
28,1,7,330,0.1820706814036834
28,2,7,330,0.19164805835911675
28,3,9,330,0.14809718672648606
28,4,15,330,0.12084592544784198
28,5,8,330,0.2514142129689964
28,6,10,330,0.14836973279473298
28,7,7,330,0.2073547989707931
28,8,9,330,0.14260953314822364
28,9,12,330,0.14455207574104645
28,10,8,330,0.21052062831553667
28,11,10,330,0.11191229311709497
28,12,11,330,0.15642380068005665
28,13,9,330,0.19760084603865935
28,14,9,330,0.16978333352194008
28,15,9,330,0.15347512479924874
28,16,10,330,0.1734878706354526
28,17,7,330,0.2058608403091678
28,18,11,330,0.15079720651413928
28,19,9,330,0.21362074547593002
28,20,9,330,0.15248193999352877
28,21,5,330,0.1618828346844499
28,22,7,330,0.13932132796983168
28,23,8,330,0.22456010278455144
28,24,9,330,0.237825824922075
28,25,11,330,0.20204636245218704
29,1,6,330,0.15160196296149014
29,2,7,330,0.13834241254089705
29,3,6,330,0.14979960161520367
29,4,7,330,0.15071644727185685
29,5,7,330,0.15589592243416503
29,6,6,330,0.15527761925260278
29,7,6,330,0.17519783207197934
29,8,7,330,0.16429564760644583
29,9,7,330,0.13531789633145191
29,10,8,330,0.1408745615772581
29,11,7,330,0.17050240898081476
29,12,7,330,0.15175343295507784
29,13,7,330,0.14058545486858218
29,14,7,330,0.20241213853171441
29,15,7,330,0.11934726242740745
29,16,8,330,0.13743980849672677
29,17,6,330,0.13209683076610837
29,18,5,330,0.16076660291864764
29,19,5,330,0.16036024160412204
29,20,7,330,0.1480179745981373
29,21,6,330,0.15146372632309987
29,22,7,330,0.1582766881760404
29,23,7,330,0.13022490875712905
29,24,7,330,0.13791452998380754
29,25,7,330,0.14991894848447895
30,1,6,330,0.16657770309708522
30,2,6,330,0.19647398284637016
30,3,6,330,0.17200051938579264
30,4,5,330,0.14849364745570054
30,5,5,330,0.17381105731217558
30,6,5,330,0.141094307559813
30,7,5,330,0.13062244985851498
30,8,5,330,0.14959207649018166
30,9,6,330,0.11374523633693227
30,10,6,330,0.12652598223674036
30,11,6,330,0.1374521491667051
30,12,6,330,0.15691825141660126
30,13,6,330,0.1734328300903446
30,14,6,330,0.14123289848943751
30,15,6,330,0.16760953442775317
30,16,6,330,0.21071350490165205
30,17,5,330,0.1579253559807148
30,18,6,330,0.12342736250172437
30,19,5,330,0.12968212477373675
30,20,6,330,0.1650482957219863
30,21,6,330,0.13263594096123277
30,22,6,330,0.16032628622091338
30,23,6,330,0.1554584605491227
30,24,6,330,0.1189469732368435
30,25,6,330,0.14740068940858517
31,1,7,330,0.28090812807890314
31,2,6,330,0.23412472848380336
31,3,5,330,0.32581615312551404
31,4,6,330,0.2778459352295318
31,5,6,330,0.30431980558464294
31,6,6,330,0.3176444821406259
31,7,6,330,0.306454370971189
31,8,7,330,0.30271777979644626
31,9,8,330,0.25914042351483113
31,10,6,330,0.30472769549416623
31,11,6,330,0.2625306728514559
31,12,6,330,0.2446955077863552
31,13,3,330,0.3301236296338535
31,14,7,330,0.2871120243788223
31,15,8,330,0.2950757836958514
31,16,6,330,0.29745595164183103
31,17,4,330,0.3273442334531943
31,18,6,330,0.3053775647648718
31,19,6,330,0.3194101535731892
31,20,6,330,0.30471955411849955
31,21,7,330,0.26161399896439463
31,22,7,330,0.23678811146262804
31,23,7,330,0.2533492175161532
31,24,6,330,0.3063178835733017
31,25,6,330,0.3265704858222999
32,1,5,330,0.1900149629057035
32,2,4,330,0.193966167676592
32,3,6,330,0.20370827969404923
32,4,9,330,0.24537856063787788
32,5,9,330,0.19409470781823093
32,6,5,330,0.2075415197426722
32,7,9,330,0.18646278497930405
32,8,5,330,0.18036144189058131
32,9,5,330,0.1731843421684084
32,10,4,330,0.17967866084972547
32,11,5,330,0.18686354123872417
32,12,6,330,0.18161190458244048
32,13,7,330,0.175360345968812
32,14,6,330,0.2039165894527989
32,15,5,330,0.1759548737995824
32,16,6,330,0.2204144814084411
32,17,9,330,0.19280086392446275
32,18,12,330,0.16760298407222224
32,19,7,330,0.18996055379880222
32,20,8,330,0.22951672341659493
32,21,7,330,0.1981171378740877
32,22,8,330,0.16212730163501615
32,23,10,330,0.19647568412199046
32,24,10,330,0.20892749574945238
32,25,9,330,0.18213179528568535
33,1,7,330,0.13628450379907553
33,2,7,330,0.14895402900203789
33,3,7,330,0.14435630106037597
33,4,7,330,0.1401927301476242
33,5,7,330,0.1611995395670122
33,6,7,330,0.14451311536431805
33,7,7,330,0.17064361892347307
33,8,7,330,0.16248572726383548
33,9,7,330,0.1652204061016791
33,10,7,330,0.161512920935577
33,11,7,330,0.16914407578561538
33,12,7,330,0.16438689590167532
33,13,8,330,0.1556627671681731
33,14,7,330,0.16545187317884477
33,15,7,330,0.16715290982241693
33,16,7,330,0.1855609008583475
33,17,7,330,0.1683449766008147
33,18,7,330,0.1770912446297912
33,19,7,330,0.16401407877533858
33,20,7,330,0.16591740747591274
33,21,7,330,0.15961456787860182
33,22,7,330,0.20153629054073516
33,23,7,330,0.19228659450372426
33,24,7,330,0.1938551414837734
33,25,7,330,0.1781732135749786
34,1,10,330,0.14181751434074985
34,2,12,330,0.14146629834167032
34,3,11,330,0.1394222251149052
34,4,13,330,0.13913353330389477
34,5,9,330,0.15368058402578771
34,6,8,330,0.14051799451938735
34,7,11,330,0.1484769314367964
34,8,14,330,0.14763047935200546
34,9,11,330,0.16834594035713377
34,10,10,330,0.18307750723576108
34,11,6,330,0.21229998720181767
34,12,7,330,0.14040930130715512
34,13,7,330,0.1726636701912669
34,14,6,330,0.15786722253838203
34,15,7,330,0.18138568341590613
34,16,12,330,0.18732597875005128
34,17,11,330,0.1400057759513568
34,18,13,330,0.16069248694641605
34,19,9,330,0.16442977244831836
34,20,12,330,0.15103746339082685
34,21,12,330,0.1713402716180519
34,22,11,330,0.1962405629263152
34,23,11,330,0.16501334033979848
34,24,7,330,0.19516594324521025
34,25,13,330,0.13365623103537605
35,1,7,330,0.1674754903095788
35,2,9,330,0.14529294803270892
35,3,8,330,0.1458232740451157
35,4,11,330,0.144833303273899
35,5,5,330,0.16791949050857663
35,6,11,330,0.15262049811572445
35,7,8,330,0.1327145028501974
35,8,8,330,0.14998374159684796
35,9,8,330,0.14377900866435467
35,10,9,330,0.1682814491385928
35,11,8,330,0.1401976913915515
35,12,8,330,0.1383341212157296
35,13,8,330,0.14180493765755056
35,14,9,330,0.14862454731790184
35,15,8,330,0.12742321147900693
35,16,5,330,0.1668716630296197
35,17,9,330,0.14228541702397
35,18,9,330,0.14612204617165542
35,19,9,330,0.1565644772647545
35,20,9,330,0.12164213479024454
35,21,8,330,0.1288818830268662
35,22,4,330,0.21799237690583861
35,23,9,330,0.17693436765952136
35,24,4,330,0.21132921985315317
35,25,6,330,0.20747846525780292
36,1,4,330,0.1843400537728716
36,2,6,330,0.16317165870494185
36,3,3,330,0.20397250349168097
36,4,3,330,0.22261625898834844
36,5,3,330,0.22289704296784593
36,6,5,330,0.21509193906377597
36,7,3,330,0.19731745499524236
36,8,3,330,0.23186146402954877
36,9,3,330,0.20309745216048805
36,10,3,330,0.20768989222991868
36,11,3,330,0.18684503145711642
36,12,3,330,0.1922197785597455
36,13,3,330,0.21997379220310903
36,14,4,330,0.1803623285982758
36,15,4,330,0.204214129392941
36,16,3,330,0.2271629375874681
36,17,3,330,0.20054694172735738
36,18,3,330,0.18344010648696352
36,19,3,330,0.2075432965298075
36,20,3,330,0.19071512929623705
36,21,3,330,0.19262516498788523
36,22,3,330,0.18176893166912728
36,23,3,330,0.21193573484321043
36,24,3,330,0.2088427706408551
36,25,3,330,0.18962151547886044
37,1,6,330,0.2006443240296172
37,2,7,330,0.1599544562891599
37,3,6,330,0.20444659322120035
37,4,9,330,0.15069469229897894
37,5,6,330,0.17703311129883295
37,6,6,330,0.20044714189011575
37,7,7,330,0.14493856082284248
37,8,6,330,0.20096657179773839
37,9,7,330,0.18788536208612105
37,10,6,330,0.1714223229100745
37,11,8,330,0.1517050456645122
37,12,8,330,0.15482295581366645
37,13,7,330,0.17032936987262004
37,14,7,330,0.19000093559084041
37,15,9,330,0.17801146045260538
37,16,8,330,0.1707073801630661
37,17,7,330,0.14806405847231632
37,18,9,330,0.1807824969128281
37,19,8,330,0.1373605156861018
37,20,8,330,0.17434680694788365
37,21,10,330,0.17833401469480872
37,22,7,330,0.13816628143594228
37,23,9,330,0.17304744771460825
37,24,10,330,0.1559511808469133
37,25,7,330,0.16469724247074105
38,1,12,330,0.28157355236322484
38,2,12,330,0.28609440647382584
38,3,13,330,0.26528573407958284
38,4,13,330,0.20190912966964664
38,5,13,330,0.21643572432470348
38,6,11,330,0.24693635721276225
38,7,11,330,0.2687517291774942
38,8,11,330,0.3075928492667069
38,9,16,330,0.1775925602647042
38,10,12,330,0.2941499184759014
38,11,11,330,0.1694467731645529
38,12,11,330,0.2836201806747493
38,13,13,330,0.2006448565495895
38,14,14,330,0.25614228667369016
38,15,13,330,0.19818880824339638
38,16,11,330,0.2892800309069231
38,17,12,330,0.2358393657324052
38,18,13,330,0.2552471428195743
38,19,10,330,0.3088818208376508
38,20,12,330,0.2188246361569219
38,21,12,330,0.22641439191896384
38,22,12,330,0.1917355930063325
38,23,13,330,0.24973346607141111
38,24,13,330,0.2577738478174544
38,25,10,330,0.31165183096648813
38,26,12,330,0.2352741443276642
38,27,11,330,0.3025718980833665
38,28,10,330,0.2974162720907419
39,1,10,330,0.13697310416693007
39,2,10,330,0.14967186135968658
39,3,10,330,0.19798699358798444
39,4,9,330,0.11470981655536801
39,5,10,330,0.12782677440825316
39,6,12,330,0.1803681978015362
39,7,12,330,0.16607082378525304
39,8,10,330,0.16128576907674058
39,9,13,330,0.1517770767644334
39,10,10,330,0.13926453012261977
39,11,11,330,0.14519429645953202
39,12,11,330,0.1487711500632285
39,13,12,330,0.14776187017339099
39,14,11,330,0.11138107529357504
39,15,10,330,0.12657916512737918
39,16,11,330,0.1212320431939999
39,17,7,330,0.156986120683335
39,18,10,330,0.1576905825071527
39,19,12,330,0.12697907116940244
39,20,10,330,0.1322729982822008
39,21,8,330,0.15640352873389332
39,22,7,330,0.1571469602080001
39,23,10,330,0.20166894882107658
39,24,8,330,0.1245587424980489
39,25,13,330,0.15395311955684168
40,1,7,330,0.1668914823517056
40,2,7,330,0.1624909495294673
40,3,5,330,0.24950254628822693
40,4,7,330,0.17770386830980964
40,5,8,330,0.16842155899483102
40,6,6,330,0.1733744707944609
40,7,7,330,0.13090521450787782
40,8,7,330,0.11896595292485616
40,9,7,330,0.16827746363874505
40,10,7,330,0.18140722323393663
40,11,8,330,0.1995348594716925
40,12,7,330,0.1657983894455826
40,13,8,330,0.18659512577568124
40,14,7,330,0.20060277998161868
40,15,7,330,0.14455661690209268
40,16,8,330,0.12395389426772677
40,17,8,330,0.17577483636954946
40,18,8,330,0.20899080241468812
40,19,7,330,0.20064353438964588
40,20,8,330,0.17833329185243024
40,21,9,330,0.17654695543244656
40,22,8,330,0.17654972916080458
40,23,8,330,0.16379550890226777
40,24,8,330,0.21215229655142265
40,25,7,330,0.21717653408222767
40,26,7,330,0.18100895947351103
40,27,8,330,0.15461183862112018
41,1,7,330,0.18890420277651834
41,2,7,330,0.1615577375681657
41,3,6,330,0.18557470394266568
41,4,7,330,0.14733523336404256
41,5,7,330,0.18325369405937048
41,6,7,330,0.12280191324663495
41,7,6,330,0.15264935522741943
41,8,7,330,0.19304057754658763
41,9,7,330,0.20149696261491787
41,10,9,330,0.1799999662113835
41,11,6,330,0.15282741038201347
41,12,6,330,0.18693965945214902
41,13,7,330,0.1847573520173955
41,14,7,330,0.1799946678314121
41,15,9,330,0.12693074154845554
41,16,7,330,0.1409598027782196
41,17,6,330,0.18472353364539093
41,18,6,330,0.18054357652200828
41,19,8,330,0.14533540425664654
41,20,6,330,0.1984434690875232
41,21,7,330,0.17977622986327738
41,22,8,330,0.14907721798891282
41,23,7,330,0.15289920377058794
41,24,7,330,0.17474537086181574
41,25,7,330,0.17602175027754588
42,1,7,330,0.2975936353168669
42,2,7,330,0.13990857849934837
42,3,6,330,0.1712664676203805
42,4,8,330,0.17051673634268033
42,5,7,330,0.10657050810090184
42,6,8,330,0.16708095251035662
42,7,8,330,0.2029846777241076
42,8,14,330,0.17047921259983417
42,9,10,330,0.16847704789726284
42,10,12,330,0.14828796384880868
42,11,8,330,0.1925454512545728
42,12,6,330,0.1900893394743439
42,13,8,330,0.17122452335356214
42,14,10,330,0.16959567357264965
42,15,8,330,0.1679386809195604
42,16,13,330,0.13751959104336625
42,17,9,330,0.15172213218352704
42,18,10,330,0.16999538820937438
42,19,9,330,0.15479792492917577
42,20,13,330,0.14837615005347773
42,21,10,330,0.1368800955543191
42,22,11,330,0.1703263969056898
42,23,6,330,0.1709860641383401
42,24,11,330,0.1452100523658871
42,25,12,330,0.15120177975967783
43,1,4,330,0.24072448546962363
43,2,9,330,0.1743143941451932
43,3,4,330,0.22168536189896346
43,4,7,330,0.13886482301728564
43,5,5,330,0.20967042997770136
43,6,5,330,0.19281120248848
43,7,9,330,0.1322080936879695
43,8,7,330,0.14464005849664952
43,9,5,330,0.2396463580038927
43,10,7,330,0.16960501385346366
43,11,7,330,0.22943024526490555
43,12,5,330,0.16043770904579796
43,13,7,330,0.15311069743165837
43,14,9,330,0.14516005739059812
43,15,5,330,0.2111846382968156
43,16,6,330,0.15170878031736984
43,17,7,330,0.14831518034103966
43,18,3,330,0.23454518826685136
43,19,3,330,0.21352381977661655
43,20,8,330,0.14665323355981574
43,21,11,330,0.13433821470685284
43,22,9,330,0.11757565975134757
43,23,3,330,0.2248375859934815
43,24,15,330,0.1284426066487536
43,25,4,330,0.21598054235151776
44,1,9,330,0.1785998501428662
44,2,7,330,0.1618465801538963
44,3,7,330,0.11266810080072363
44,4,15,330,0.1326544220468685
44,5,12,330,0.2039097442531173
44,6,13,330,0.2882223705890022
44,7,12,330,0.13168905536681513
44,8,9,330,0.17292186332516946
44,9,10,330,0.2182101261014087
44,10,13,330,0.1528430135174977
44,11,15,330,0.12384997324679338
44,12,7,330,0.20943413370221417
44,13,21,330,0.1722119690798938
44,14,16,330,0.21543343880378762
44,15,15,330,0.19769130671773083
44,16,11,330,0.1441573261163124
44,17,10,330,0.11641161163393478
44,18,19,330,0.14693461330469718
44,19,7,330,0.13842290055727957
44,20,9,330,0.2007090693037399
44,21,12,330,0.1605826592133
44,22,27,330,0.2137362279708869
44,23,10,330,0.20153765647952754
44,24,14,330,0.21301067541871946
44,25,17,330,0.1751015049230202
45,1,8,330,0.16778102685571628
45,2,9,330,0.1622936546650009
45,3,9,330,0.1349744613324485
45,4,9,330,0.15134903995334753
45,5,9,330,0.1334095820261383
45,6,8,330,0.1731778725195973
45,7,9,330,0.14347857036235195
45,8,8,330,0.1522563637625855
45,9,8,330,0.14483039689067956
45,10,8,330,0.14148988969704596
45,11,7,330,0.15302211788749492
45,12,8,330,0.15360756909557172
45,13,8,330,0.17981734973713853
45,14,8,330,0.17640854553173055
45,15,7,330,0.17664145261956143
45,16,8,330,0.1625044119523639
45,17,7,330,0.16000582957771586
45,18,7,330,0.19311713765293823
45,19,7,330,0.1482290885506443
45,20,8,330,0.1450901083675451
45,21,7,330,0.18708244674771443
45,22,8,330,0.13798553717216414
45,23,8,330,0.1399500409223152
45,24,7,330,0.1948634760511995
45,25,8,330,0.1878959461335057
46,1,12,330,0.143411101731846
46,2,13,330,0.17402224104380254
46,3,11,330,0.1642386599507623
46,4,9,330,0.1277301106678493
46,5,12,330,0.17466413848394477
46,6,14,330,0.16789005575474739
46,7,14,330,0.1659444621467603
46,8,12,330,0.13020154936831044
46,9,7,330,0.1906720539386297
46,10,12,330,0.16285478994055397
46,11,10,330,0.12565635724183466
46,12,12,330,0.14279374905065728
46,13,12,330,0.1444566657175629
46,14,13,330,0.15578098813673688
46,15,8,330,0.1433822725015152
46,16,12,330,0.15241812452911246
46,17,11,330,0.16658811085349953
46,18,13,330,0.15044752043920195
46,19,11,330,0.17082440313117847
46,20,11,330,0.15755024454019514
46,21,9,330,0.12827680638925915
46,22,14,330,0.14362965896569266
46,23,13,330,0.1422354549533572
46,24,12,330,0.11967613370494015
46,25,11,330,0.13435191750951953
47,1,6,330,0.14555944849757657
47,2,10,330,0.14940608396511226
47,3,5,330,0.17005835880555265
47,4,6,330,0.1761673330251186
47,5,5,330,0.1409739286821154
47,6,6,330,0.13739231726796355
47,7,6,330,0.21485629551463126
47,8,8,330,0.16368017834132376
47,9,5,330,0.15494531811405535
47,10,5,330,0.17341862491266144
47,11,6,330,0.16493618099516544
47,12,7,330,0.14694633433324433
47,13,7,330,0.15511059802327867
47,14,19,330,0.1662231769177814
47,15,8,330,0.2402982745637617
47,16,21,330,0.13264539265068828
47,17,7,330,0.14358106812851387
47,18,5,330,0.17250086473118256
47,19,20,330,0.1882541174420847
47,20,20,330,0.14314441532797992
47,21,6,330,0.13651253837889493
47,22,7,330,0.1734711793729825
47,23,13,330,0.20283459950048416
47,24,8,330,0.17975018547658755
47,25,16,330,0.15858631916081553
48,1,7,330,0.2017959338049918
48,2,5,330,0.2231222343087187
48,3,12,330,0.14493122346382742
48,4,7,330,0.1576481942165671
48,5,8,330,0.1628357080721767
48,6,10,330,0.1177726468473329
48,7,9,330,0.16607239730781567
48,8,8,330,0.1657785934318046
48,9,8,330,0.24515939918113633
48,10,11,330,0.14519220104583902
48,11,5,330,0.2494906405458772
48,12,10,330,0.1606587258346154
48,13,9,330,0.23975154042953287
48,14,7,330,0.22695739319645095
48,15,7,330,0.20929985515963778
48,16,8,330,0.17799989541887828
48,17,11,330,0.16793634770799662
48,18,4,330,0.22516772336042318
48,19,6,330,0.1901400853557755
48,20,9,330,0.17235731199961188
48,21,8,330,0.26032029277258745
48,22,9,330,0.14390363352067279
48,23,11,330,0.18475217728147583
48,24,6,330,0.16922494421281592
48,25,9,330,0.144398379959355
49,1,6,330,0.17060789174199595
49,2,8,330,0.3251151042587974
49,3,7,330,0.32539528072690405
49,4,7,330,0.17664847491195915
49,5,6,330,0.23918343839735598
49,6,6,330,0.15915574028661167
49,7,8,330,0.3261565699851612
49,8,8,330,0.32796457634989157
49,9,9,330,0.3203849421183428
49,10,7,330,0.2403617678457018
49,11,8,330,0.29692260813758686
49,12,7,330,0.3039410219550956
49,13,7,330,0.22104768711956577
49,14,7,330,0.19973127516271547
49,15,6,330,0.22715330858159952
49,16,8,330,0.13815587050931982
49,17,8,330,0.2337380953076028
49,18,8,330,0.16245995573840613
49,19,7,330,0.15411146909988813
49,20,7,330,0.19982444523601603
49,21,5,330,0.21243729296290936
49,22,8,330,0.17852709559364588
49,23,8,330,0.1830928399877138
49,24,9,330,0.23326464729299085
49,25,6,330,0.21912547689943845
50,1,3,330,0.24455670211338948
50,2,6,330,0.1456535868292413
50,3,5,330,0.16768266705368431
50,4,6,330,0.15350688344740893
50,5,8,330,0.17644530567431785
50,6,7,330,0.17407064040981388
50,7,8,330,0.1719395590332877
50,8,7,330,0.1681250437249343
50,9,7,330,0.17156351473153475
50,10,5,330,0.23447979829602153
51,1,7,330,0.1381661909240021
51,2,8,330,0.19600133608515913
51,3,11,330,0.17014222919099492
51,4,13,330,0.1447090258085751
51,5,9,330,0.14610593112173464
51,6,13,330,0.1345665431411917
51,7,6,330,0.2174105695313451
51,8,7,330,0.22903697924907315
51,9,8,330,0.17657420433857926
51,10,10,330,0.14249315782263416
51,11,8,330,0.15551466809857947
51,12,6,330,0.17247539742009138
51,13,8,330,0.11632254488566567
51,14,9,330,0.17129796591128146
51,15,8,330,0.16900345794709187
51,16,17,330,0.12930312316055703
51,17,9,330,0.151550908459141
51,18,16,330,0.13876484324147317
51,19,13,330,0.13054554515256475
51,20,8,330,0.1480176596079231
51,21,7,330,0.2531715574528543
51,22,11,330,0.16377842189521397
51,23,32,330,0.16754387427502077
51,24,11,330,0.13677863137258028
51,25,11,330,0.1701287388563305
52,1,11,330,0.13150484023855494
52,2,9,330,0.16993102075719302
52,3,6,330,0.1630097883633693
52,4,9,330,0.14768463270722584
52,5,10,330,0.2138394504006429
52,6,9,330,0.2016275263887561
52,7,14,330,0.13002889680258073
52,8,8,330,0.13984577391947095
52,9,17,330,0.21380744731751872
52,10,11,330,0.13145804331886274
52,11,11,330,0.1384398559572034
52,12,11,330,0.13672329019263244
52,13,16,330,0.16781337105679955
52,14,12,330,0.1355975875864969
52,15,13,330,0.14154077349764987
52,16,13,330,0.12340689776349767
52,17,8,330,0.13908049642045422
52,18,8,330,0.14026616331761832
52,19,7,330,0.1519341918803765
52,20,6,330,0.13277329749324104
52,21,14,330,0.1529476371595089
52,22,9,330,0.16161549371293138
52,23,11,330,0.14433090281360383
52,24,10,330,0.13310234634397722
52,25,14,330,0.1309604430569164
53,1,6,330,0.21991656305091808
53,2,7,330,0.2286205873478093
53,3,8,330,0.22109215383768996
53,4,6,330,0.22773105719000783
53,5,7,330,0.21894572465080273
53,6,8,330,0.22485322139073627
53,7,7,330,0.22007757296176242
53,8,7,330,0.22179532284221845
53,9,7,330,0.22090224876560208
53,10,5,330,0.23140582609122337
53,11,6,330,0.22608318932220534
53,12,5,330,0.2293956724674195
53,13,6,330,0.22405581179529524
53,14,6,330,0.22409957120711682
53,15,6,330,0.21722752582895796
53,16,5,330,0.22230765308484204
53,17,7,330,0.2186018080339364
53,18,5,330,0.23251484746662976
53,19,7,330,0.21680423847453742
54,1,8,330,0.2394273349241494
54,2,8,330,0.14317951676050003
54,3,7,330,0.17762084070400735
54,4,9,330,0.16069569630766312
54,5,10,330,0.15057538266062015
54,6,7,330,0.17415051596546857
54,7,8,330,0.2240391486623638
54,8,10,330,0.17675100375421693
54,9,8,330,0.16506643146784078
54,10,11,330,0.15333351685963806
54,11,6,330,0.17294847152562176
54,12,8,330,0.14618211500022094
54,13,16,330,0.16212741829260424
54,14,7,330,0.15050714967589474
54,15,9,330,0.1435157920157145
54,16,7,330,0.16695796003489904
